maaf bintang kurang	negative
tari pakai bank daerah enggak	neutral
coba beli shiba	neutral
mudah untung	positive
keren banget sumpah	positive
bismillah moga cuan jumat mei	positive
maju krypo indonesia	positive
aplikasi friendly mudah paham mula harga jangkau	positive
untung jangka pendek nanovest potensi	positive
mantap gampang erti	positive
coba	neutral
ok sip bantu	positive
ing main	neutral
wow mantap	positive
saham as percaya indonesia denga maju jaman orang sukses	positive
coba	neutral
yiocoucuc	positive
mudah simpel	negative
senang	positive
transaksi lumayan cepat topup mudah banding kompetitor	positive
mudah paham tari cepat	positive
sat set cepat mudah erti	positive
coba	neutral
suka kali	positive
inmpertasi cepat	positive
bagus recommended	positive
senang aplikasi mudah paham	positive
lambat	negative
sumpah aplikasi crypto enggak crypto segitu saja potong beli cripto aneh aplikasi	negative
ya coba	neutral
bagus recommended	positive
aplikasi jalan bagus cuman beberapa hp proses kyc alami kode google kirim mohon tangan ya terimakasih	neutral
bagus enggak rugi ikut minat pasar aman aplikasi fungsi dgan lumayan tabung untung dana invest	positive
baik	positive
moga	positive
didiemin saja moga invest janji	positive
simple mudah cepat	positive
moga profit	neutral
keren	positive
akun tibatiba lupa pin	negative
ok	positive
bagus aplikasi mudah paham orang awam enggak ribet wd gampang cocok mula orang enggak enggak ribet	positive
mantu ontull gacorrr jackpot	positive
segi tampil tarik tapi proses verifikasi kyc kendala email terima pesan verifikasi apa jadi coba transaksi	neutral
moga mula investasi	positive
no komen bagus banget	positive
opsi wd ewalletmohon tambah opsi tari ewallet	neutral
iklan	negative
mudah investasi crypto nanasemoga harga roket	positive
terimakasih nanovest saham diri terimakasih bantu referensi gbnano alam portofolio tingkat ajar ajar ajar kalah bandar alam tahu sinyal sinyal pandu saran saja	positive
produk bagus	positive
aplikasi amjinkkkk data saya babi akun gue kunci enggak buka hungin cs tetap enggak buka amjinjj banget aplikasi mana no hp pkw daftar enggak aktif beybeyku	negative
bagus sihtapi nilai selesai tugas ulas nilai aplikasi bagus bantu anggur hadir aplikasi manfaat kerja hasil uang nol operasi mudah kagum modal good job nanovest	positive
gogogo	positive
hllo nyimpan no rekening enggak persis ktp aplikasi nanovent mohon bantu	neutral
siiip	positive
pas bikin nanotag salah jaring bagaimana aplikasi buruk mohon baik	negative
coba saja biar enggak penasaranklw enggak bagus cari	neutral
i love nanoves	positive
bagus mula	positive
oke satusatunya investasi etf us market aplikasi investasi indonesia sayang forex usd spread susah kalo rekomendasi teman enggak coba investasi garagara spread ini	neutral
keren nyaman moga raih untung	positive
proses kyc kirim verifikasi gmail masuk	negative
lumayan bagus inves coba transfer cepat hitung menit tks	positive
lumayan tambah cuan	positive
nabung receh	positive
aplikasi bagus sayang hp ram bagus bugs aplikasi khusus hp bagus	neutral
real akurat	positive
puas	positive
kok enggak bisa masuk	neutral
proses deposit cepat	positive
aplikasi lambat terima transfer bitcoin hilang bitcoinnya	negative
fitur aplikasi mudah erti mula ragamnyacukup ber invest	positive
senang investasi nano mudah	positive
aplikasi mudah aplikasi bykpromosinyapromosi suka tempat reksadana dapat bonus cashback asa dapat arisan beli bonus enggak besartp senang tunggu promo ya terima kasih nanovest	positive
isi kyc pasu email email terferifikasi	negative
ajar moga milik untung	neutral
gue download inu promosiin rigen sih brewok amazon target operasi	neutral
mantul	positive
coba	neutral
lag ampun jaring memori	negative
aplikasi sangat guna mantap	positive
jelek enggak masuk gagal	negative
oklah	positive
aplikasi invest mula	positive
thanksyou nanovest	positive
lumayan erti mudah cepat refealkasepiya	neutral
the best mula semiga nelajar karya anak bangsa	positive
aplikasi enggak anjir saldo juta kunci untung buntung	negative
fiturnya mudah erti	positive
tolong ya updatenya hp kentang memori cepat habis	neutral
coba kalau mantap kasih pool	neutral
apknya amanah	positive
ribet	negative
aplikasi bagus mantap	positive
nyantai pakenya	positive
moga aman kedepannyaaplikasinya sudah bagis harga rinci banding saran kalo grafik kasih tanda hijau kalo turun kasih tanda merah depan kalo	neutral
nano keren hiden gem maju nanovest	positive
photo ktp	negative
amsyong invest	negative
aplikasi bagus trading gampang paham untuk mula top up tarik saldo gampang cepat nanovest regulasi indonesia so tolong depan info aset baru untuk nasabah nanovest terimakasih	positive
uye	positive
day use this apps	negative
dowload masuk ganggu maaf bintang	negative
ui mudah unyuuu	positive
tolong nama aldiputra mati aku akun ambil orang tanggung aldiputra tolong mati saja hack orang	neutral
ajar saham seru	positive
reflay dana janji enggak masuk terang dana reflay nyata kok enggak masuk bikin aplikasi janji	negative
invest dipikirakan bintang orang cari reff pengalama ya akun dibatasigak saldo sudah komplain email aplikasi atas nanovestnya enggak suruh ganti bintang hubung email ya jalan sesuai alur enggak aneh begini	negative
wenak	positive
tolong tari tambah ewallet top up pakai ewallet narik	neutral
home saham uang kugame	neutral
b saja	neutral
saldo top up akun masuk duit jadi tahan	negative
investasi ya	positive
kadang kadang benar kak masuk apknya pening kepala	negative
aplikasi tolollll foto susah bilang salah teknis mulu tololll	negative
keren nanovest	positive
kenapa daftar kyc sistem eror mulu	negative
aplikasi bagus invest mula	positive
mantap	positive
coba mula	neutral
bagus aplikasi investasi crypto bagus	positive
aman	positive
ok kak	positive
market aplikasi bagus kurang baik benah sepert interface tambah koleksi jaring blockchain kirim terima walet luas kolwksi dagang moga depan aplikasi tumbuh maju kembang kalah saing lainnga bukti	positive
bingung masukin referensi pakai daryfajar	neutral
set rurut harga besarsebaliknya acak	neutral
kasih bintang verifikasi email sulit banget tolong benah bug verifikasi belum email masuk	negative
terukti okey	positive
aplikasi bagus banget cocok anakanak muda coba beli saham amerika kripto emas modal minim bagus ajar masa pasti modal developer tolong tambah fitur stoploss mudah trader kurang rugi mantengin market amerika ngantuk terimakasih	positive
terimakasih aplikasi bagus	positive
yanju pakai lumayan cuy ribu	neutral
i hope	positive
mudahmudahan investasi etherum buah hasil	neutral
bismillah moga berkah moga depan sejahteraaamiin robbal alamiin	positive
nanoteg nya enggak sudah nama asli tetap enggak kecewa download enggak masuk	negative
suka	positive
proses verifikasi ktp gagal mulu sudah bolak ngubungin cs dibilangin kalo foto ktpnya hasil scan parah	negative
daftar kyc notifikasi masuk gmail ulang kali baca gmail kali salah	negative
suka keren banget sih apklikasi nya update bagus kalau invest crypto jadi gampang moga apklikasi terus josss kagak ada kendala	positive
tolong baik fitur social bug terimakasih	neutral
masih coba coba	neutral
tibatiba akun	negative
ajaj	neutral
aplikasi gbllllok gue sertifikasi sudah nunggu banget suruh ulang ulang bngsat gue saran aplikasi recomended ribet ulang ulang foto ktp scan nunggu gagal jelek	negative
ajar saham	neutral
tolong kecil data lemotttt	neutral
moga sukses hasil hasil saham nanovest	neutral
top up langsung masuk joss	positive
candlestik susah menganalisa	negative
ok aplikasi bantu tolong tingkat lagi	positive
ok mantap banget nanovest investasi aman	positive
enggak enggak tau bikin akun akun batas perangkat bahaya nyuruh hapus aplikasi bahaya kasih pilih logout enggak paham enggak guna so uninstall	negative
ajar investasi	neutral
erti masih coba	neutral
transaksi super cepat moga cepat tumbuh	positive
pasar buka jam wib	neutral
bagus aman lupa masukin ya amin	positive
tari dana ribet	negative
coba mudah mudah untung	neutral
aplikasi rekomen banget yuk gabung	positive
akun batas	negative
deposit cepat kilat	positive
transaksi cepat transparan sesuuai nominal moga	positive
aneh ya dapat eh an enggak sesuai	negative
harap nanovest jual otomatis setting nilai guna nanovest depan	neutral
puasa	neutral
bagus	positive
aset turun	neutral
terus kembang baik	positive
investasi mudah biaya goceng doang	positive
bagus proses instan cepat	positive
trimakasih	positive
sulit masuk alamat email enggak masuk	negative
aplikasi pmbohong masaakun hilang unistall bikin rugi	negative
aplikasi baik jujur sukses bangun indonesia	positive
nano play mulu	negative
gandosss mula	positive
proses top uppenarikan cepat mudah paham	positive
coba coba gara tonton bbk tarik	positive
good apps for investing crypto currency	positive
tolong tambah ewallet tarik tunai deposit via dana tarik saldo enggak dana	neutral
maaf turunin bintang alas karena enggak sesuai harapanmerasa kecewa cuman awal saja enaktolong baik	negative
verif email enggak kirim email sayacape nunggu	negative
moga sukses amin terimakasih nanovest	positive
test drive	neutral
mantap gampang metode bayar all varian mantap mudah paham	positive
akun kunci respon buka	negative
mantap investasi mudah harga bulat	positive
ok	positive
bagus aplikasi	positive
senang	positive
tarik uang wallet tarik uang bank rekening permata bank no rek klik tombol tambah rekening bank mu success nothing happen klik tombol success enggak tarik aplikasi hoax btw harga nbt turun bulan enggak worth invest nbt	negative
slow respon verifikasi gmail	negative
mantaaaab	positive
easy tapi use	positive
puas	positive
nyaman	positive
mantap	positive
moga depan amin	positive
cuannnn	positive
fitur mengirimtransfer token crypto alamat kirim via saldo e walet hal peluang	neutral
keren cadazz	positive
sudah jam koin gua proses masuk tolong bantu bang	negative
bintang kalo bagus naikin bintang	positive
bagus kyc nanovest kyc bbrapa kyc	positive
mantap bilang aplikasi hebat ayo kaya nanovest	positive
aplikasi bagussmoga apknya kembang dan makin bagus kalau pas penarika saldo dana ovo bisaitu mantap	positive
download registrasi karena tonton favorit wkwk project	neutral
main anak tak crypto enggak stop limit	negative
moga jp	positive
up	positive
mantap cocok ajar ajar trading	positive
tolong coins kalo coins mohon cepat update saja lebih enggak bagus banget aplikasi	neutral
biaya dagang gotrade indonesia jarak harga bid ask spreadnya lipat coba beli saham lly sama menit gotrde indonesia untung nanovest rugi coba beli saham mck sama pasar buka hasil maaf bintang kurang utama untung	negative
kasih bintang mula	positive
wd nama rek lapor tanggap tidak	negative
investasi aman janji	positive
aktif trading aplikasi kembang baru keep up aplikasi depan ya	positive
ya suka	positive
manfaat cocok mula	positive
senang mudah	positive
transaksi mudah sukses nanovest	positive
ya akun nanovest batasibahkan salah apa akun batas rugi karena login akun beli aset tunda	neutral
kasih bintang dulusoalnya nyobananti kalo hasil puas bintang	positive
mantap moga calon orang indonesia	positive
afk bagus	positive
rawr	neutral
simpel praktis investasi	positive
mudah	positive
banget nge acc ccd parah aplikasi	negative
tarik duit seabank gagal truss	negative
top up lancar moga transaksi lancar bintang	positive
aplikasi bagus mudah cuman naik turun harga cepat beda	neutral
ok lambat so far	neutral
moga nanoves depan	positive
aplikasi bagus top up tarik saldo gratis rekening bank sinarmas rekening sinarmas rasa lelet	positive
tolong akun enggak masukinudah coba emailnikpin enggak masukcoba bantu enggak fungsi	negative
mudah cepat moga aman	positive
subhanallah	positive
moga depan	neutral
replek bos mantap	positive
selamat pagisaya enggak masuk akun sayasedangkan akun saldoterima kasih	neutral
proses transaksi cepatnanovest luarbuasa	positive
top up	neutral
enggak bagus aplikasi	negative
henti tibatiba konfirmasi password bantu name tag	negative
mari coba	positive
kasih duli lo bagus	neutral
aplikasi investasi baik orang	positive
mantul tha mazeee langsung sat set tha mazeee	positive
cantik	positive
bagus banget inves kecil alhamdulillah investasi ribu hasil ribu alhamdulillah bangetrezeky anak keluarga enggak masya allah bangetdan enggak sangka bngetpdah inves limit bisa dapat gede masya allahinves rbnano vest hatikata bang rigen juga wkwkendors bang rigen ya kakatau kak chateezaku tau nano vast dari wkwk projek masya allah suka banget bang rigen endorsapa lagi chateezcba kak endors kak chateez	positive
pakai erti	positive
aplikasi bagus mudah paham ya metode tari uang ditambahin	neutral
download aplikasi gara dapat minyak gula sudah didaftarin les data masuk pakai ktp no tlpn tau dapat minyak ltr bilang dftr lagi bir dapat minyak heleeeh lansung uninstal plus blokir	negative
kerja bikin kecewa email laku kyc masuk email pikir hapus akun selesai kecewa	negative
tambah bot investasi ganda keren	neutral
mantaap	positive
order sahamudah dapat sistem no rekomended	negative
buruk jual investasi enggak sesuai potong pikir pikir kalau download teman teman	negative
aplikasi busuk download ganggu sistem	negative
turun lengkap mudah mula	positive
sulit verifikasi akun baru kycnya hasil perintah tunggu proses tunggu perintah ulang tolong baik	negative
moga lancar	neutral
sesal pakai enggak hapus akun bot enggak	negative
mantap jamin aman data	positive
asyik	positive
kecewa enggak tau tri aplikasi kagak range harga asli nanovest banget baru harga detikmenit contoh gua btc harga rp m harga asli kalau aplikasi rp m pas beli satoshi pas lihat riwayat transaksi beli harga rp m buset harga asli sisa bagus uiux ramah tolong tambah fitur trading coin listing	neutral
keren sih enggak rugi aplikasi	positive
coba mudahhan amin	neutral
kasih fitur tari pakai dana pakai bank biar enak begitu mohon kasih	neutral
lupa masukin refeal remoo	neutral
salah aplikasi investasi komplitsimplebanyak pilihanterutama cryptosemoga koin beli	positive
bagus nanovest cepat mantap murah baik	positive
saham us crypto lengkap grafik tidak lengkap tidak lengkap aplikasi asal saja	negative
ok banget	positive
wow	positive
dapat nbt token isi referal gala daftar	neutral
enggak masuk	negative
apps bagus	positive
opsi top up via shopee hilang bank bca enggak opsi	negative
erti	neutral
okay	positive
foto ktp kaya bagaimana sih sudah pencet teken ktp sudah enggak susah banget login saja l	neutral
bagus paten	positive
download karena lihat bocah kosong enak kalau mula invest basis nabung uang jajan topup pakai uang sisa jajan minat coba guna mudah tau kalau jual saham nunggunya hari pasti tapi oke sih	positive
simple murah kualitas ok	positive
jalan top up mudah moga depan kembang aman lancar terima kasih nanovest	positive
keren mula mudah langkah	positive
bagus tampil oke saran kripto apps nanovest kritpto worldcoin wld nanovest	positive
bintang alhamdulillah akun berkat bantu tim nanovest sabar invest	positive
coba investasi pakai nanovest yuk daftar pakai kode referral lindsayhi	neutral
simple proses transaksi cepat	positive
cepat jual cepat cair	positive
bagus sihhcoba spill transfer nano bank	positive
bismilah coba moga lancar	neutral
kode otp enggak kirim banget nunggu	negative
nanovest keren	positive
appk recommended bhrobeli coin nbt stakesetiap coin nbt bertambahsemoga tahun nanovest jaya	positive
ajar dulu	neutral
bagus murah trading saham beli rp	positive
bagus	positive
janji	positive
apka buruk enggak pakai enggak	negative
verifikasi email email masuk ganti email masuk pesan email	negative
asoyyy	positive
cepat beli kripto cepat mudah akses aplikasi nanovest bravo tingkat menu layan	positive
moga bagus	positive
baik	positive
well	positive
masih mula	neutral
baik	positive
verikasi ktp data salah sistem tolong baik	neutral
salur whatsapp biar gampang info real	neutral
saran saja metode tari mudah tambah dana narik simpelmasa topup dana narik dana enggak	neutral
pas tari pin salah pin sudah ganti pin pin salah tunggu jam nanovest tipu scam aplikasi abal abal kecewa	negative
bagaimana verifikasi kalok email saja enggak kirim	neutral
overall bagus informasi sedia upgrade ya	neutral
moga untung	neutral
harga playdapp sesuai coin market cap beda kak tolong baik kak rugi kak	positive
bagus	positive
sep	positive
bantu mmbeli crypto	positive
mantap tap	positive
bagus gampang erti mula mudah enggak ribet tolong bikin alert harga emas kaya alert harga kripto terima kasih	positive
tolong adakan feature limit order cryptosegera	neutral
ok bagus aplikasi tolong aplikasi upgrade kayak statistik dll biar tarik kalah aplikasi p	positive
this is good application for investation with digital system	positive
senang saya investasi nanovest mudah mudah untung	positive
ajar moga lancar	neutral
coba beli saham cripto enggak untung sekaliyg potong	negative
iya	positive
investasi baik	positive
moga untung guna	positive
bagus aplikasinyacuman sayang sprednya gede tau vi	neutral
bintang dulu dechfitur aplikasi mudah paham mula berinfestasi moga kembang sukses nanovest	positive
sangat bantu	positive
mudah transaksi	positive
aplikasi percaya sdah daftar terus investasi akun kunci chat csnya bla bla kecewa	negative
transaksi senang mudah	positive
moga kecewa	positive
kalo akub ambil orang data data aman enggak bos	neutral
okok feksua karamai fukaaa	positive
cepat asli gila proses canggih enggak ribet pakai	positive
akun sudah hapus enggak pulih	neutral
alangkah baik alert nominal harga	neutral
overall ok banget pas sudah pakai tambah result search alt coin beli enggak ondo contoh	neutral
mantap enggak potong tabah metode tari ewalet dana dll	positive
investasi bagus cair saja cepat masuk cari orang cepat proses mudah free nbt gbnano daftar suka jual aset enggak mesti nunggu hari minggu minggu jual tarik rekening langsung masuk	positive
logout mulu susah main	negative
daftar	negative
good	positive
verifikasi email	negative
aplikasi bagus rugi sukses maju terima kasih	positive
moga	neutral
mudah erti	positive
mudahn amanah cepat proses	positive
tida buka	neutral
dikit moga bukit hehe	positive
kyc enggak masuk email lo apa	negative
mantap banget cocok banget mula anak muda aplikasi gaul ayo gesss bantaiii	positive
moga lancar	positive
bagus cuy	positive
moga baik	positive
ajar biaya murah riah	positive
bagus mudah terpecaya	positive
lumayan bagus lihat take profit buka satu transparan portofolio kalau take profit transparan	neutral
joss memang namovest	positive
proses kyc gagal mulu ya benar	neutral
niceeee aplikasi	positive
oke	positive
mantap	positive
enggak hubung bank ya nomor rekening tuju bank nama sesuai nama akun nanovest tolong kendala situ	neutral
mntul	positive
keren langsung beli rioyoogas langsung coba ini bro auto cuan	positive
best	positive
transaksi cepat	positive
wokeh	positive
ok mantap	positive
bagaimana gua lembar saham usaha auvi ribu hilang sekaliii tolong bagaimana	negative
good aplikasi	positive
paham fleksibel ajar	positive
salam sukses	positive
mula paham	neutral
praktis mudah mula	positive
aplikasi golong mudah paham cuman sayang enggak bid offer enggak leluasa beli harga contoh harga terus buy dapat otomatis an saja minus	neutral
coba	neutral
mudah investasi	positive
overall bagus result kolom search saham batas tampil hasil cari kadang kadang cari saham sulit batas search result update tolong search results batas hasil cari tampil saja kritik saran moga nanovest kembang	neutral
mantan lur coba	positive
jujur umur ajar trading sayang syarat daftar minimal umur	negative
ayo ramairamai beli nanovest token	positive
mudah mudah paham bintang	positive
ira tari pakai ewwalet eh top up doang pakai ewwalet tari bank hadehhh	neutral
bagus	positive
tukang kayu	neutral
baik suka	positive
coba pakai aplikasi nanovest moga depan update nyaman guna penuh	neutral
susah narik ung ribet gagal terus alas banyak tayi enggak aplikasi	negative
biar aplikasi aman sandi buka aplikasi contoh indodax aplikasi mobile bank	positive
okeeee	positive
mantap aplikasi	positive
update ya	neutral
mantap banget aplikasi nanovest	positive
bagus mudah guna	positive
moga sukses nanovest	positive
enggak fitur tarik uang pakai aplikasi dana susah kalo bikin kartu bank	negative
aplikasi enggak akun ganti no hp email sudah begitu enggak pemberitahuan email hati hati saja aset	negative
mudah paham mula	positive
ketik nanoteg eror mulu memang ketik	negative
fast	positive
aplikasi cetak okb keren	positive
akun tahan nanovest tapi cs daya hapus spend money kecewa akun enggak bisa diidupin ganti nomor	negative
mantapterbaik	positive
minggu verifikasi ktp	negative
mantap	positive
install aplikasi moga depan sukses kembang kait lupa quality control aspek	neutral
informasi tarik orang	neutral
moga cuan aplikasi amin	positive
jelek servernya ngebug lambat delay kalau event	negative
harap jadi ter ulang	neutral
ragu investasi saham nano sempurna	positive
tolong ui bagus opsi ganti foto profil tolong update	neutral
buy sell langsung posting tutup begitu takut uang rugi turun buy langsung jual begitu	negative
aplikasi sudah bagus fitur stop loss take profit begitu kayak bagaimana ya masak buka appnya lihat profit begitu take profit stop lossnya jadi notif user user sudah stop loss take profit saja bagus mudah erti	neutral
mudah pakai	positive
aplikasi bagus invest	positive
lihat	neutral
harap baik	neutral
terima kasih	positive
ya sudah mantap	positive
coba aplikasi bagus mudah fahami cocok mula ajar trading terima kasih	positive
senang	positive
id darussalam brandanya gampang erti rekomen banget mula	positive
erti	positive
praktis cepat	positive
ajar hu	neutral
biar bintang bicara	positive
bagus coba mudah sesal enggak coba nanovest terima kasih	positive
bagaimana kerja kak tolong kasih tau	neutral
kehh	positive
cair saham soalna sudah jual saham enggak masuk saja	negative
tari ewalet	negative
perhati ya review lainnyamasalah akun batas perangkat rentan ganggu aman nanovest harap hapus aplikasi bahaya setel ulang atur ganti perangkat mu live chatdi anjur ganti hp reset pabrik ganti hp setel pabrik kendala mana hp install apa buy langsung akun batas indikasi cut lost delisting bottom	negative
moga sukses	positive
juang	positive
mantap	positive
cuan cuandyor	positive
senang pakai nanovest	positive
bis anak usia	negative
tampil menu mudah	positive
mantap banget	positive
bismisllah sukses	positive
bagus banget informasinyatolong tambah tombol harga buy sell manualjadi pasang buy sell sesuai keinginanmksh	positive
aplikasi ya ganggu	negative
hadiah referal misi sulit pajak tolong baik	negative
verifikasi kyc tungguin email kagak masuk sudah berulangkali juga	negative
biar bintang bicara	positive
ok mntap coba	positive
kalau nomer hp hilang bagaimana login	neutral
bismillah moga aplikasi bagus	positive
mudah paham	positive
tolong sedia tombol batal sudah order jadwal enggak dibatalin jam jadwal	negative
tolong tambah candlestick chart	neutral
sangat bagus anak mudah investasi apliaksih inj	positive
potong kalo rugi adeh capek	negative
deposit lancar beli lancar gilir wd proses gagal wd iki pie tapi	negative
oke spread kecil kalok	positive
lihat ulas positif tanggap	positive
aplikasi judi bagaimana dah take profit ski eh yang rang sekian terus feenya gede banget	negative
aplikasi bagusaksesnya mudah susah login jaring stabil coba updatesaya coba uninstall install ulang baik sistem ya	neutral
aplikasi bagus banget	positive
proses yahuut	positive
investasi nanovest simple keren	positive
puas	positive
aplikasi mudah mula	positive
cocok mula ajar investasi kripto saham nanovestgreat	positive
install setting bagus beli saham luar promo uinya mudah erti tapi kadang suka berat ya sisa okey coba investasi	neutral
nanovest baik	positive
investasi modal tenaga wacana kirakira ulas sesuai aplikasi	positive
hai iwan setiawan buruh hariyan lepas senang tema kawan semuwa	neutral
ui enggak pusing	positive
simple	positive
aplikasi loading stuck masuk mohon baik	negative
aplikasi lumayan bagus puas hasil saya coba kembang	neutral
bintang tau hasil aplikasi memang enak akses	positive
investasi baik aman terpecaya cocok investasi jangka	positive
mudah gunakancocok mula	positive
kok enggak buka apkk	neutral
cair dana account ebanking lambat amet	negative
coba investasi	neutral
parah coba beli asset saham proses banget acc batal pending terossss	negative
semogah layan proses transaksi konsisten selam manfaat membernya	positive
nanovest aplikasi investasi crypto untung sudah wd depo cepat	positive
mantap nanovest	positive
puas	neutral
mudah erti simple	positive
aman nyaman investasi	positive
gandos mudah percaya	positive
bagus transaksi pakai biaya	positive
aplikasi bagus invest sarantambahin metode tari e wallet	neutral
sukses nanovest	positive
kesalll muncul enggak renti hp anak sayagimana blokirnyagara anak saya download game enggak tau game menit ganggu	negative
bagus aplikasi beli transfer mudah	positive
aplikasi lambat ngebug tolong baik	negative
enggak upload ktp	negative
the best investv	positive
simple aman cepat gila	positive
coba ah	neutral
iklan terusmenerus jedah lama pikir orang	negative
mau daftar baca review top up juta terus akun terkunciwoh bahaya	negative
modal dulu moga konsisten	positive
tolong beritahu bagi dividen email notif aplikasi biar tau lebih sudah oke	neutral
beli saham crypto beli saham non crypto	neutral
aplikasi bagus enggak verifikasi kyc coba bas gagal ganggu	neutral
sampah kere reward cancel bintang perusaaan	negative
baik	positive
aikoh bagus banget aplikasi	neutral
susah login	negative
bantu bintang tanggal desember	positive
tolong tambah fitur marke order crypto grafik ganti candlestick tambah aplikasi desktopnya	neutral
tolong tari uang ewallet dana	neutral
nice kendala aku terlogout bagus aman	neutral
sehat	positive
sistem top up eror top up dobel nasabah rugi eror tari ya	negative
enggak narik saldo dana kalo ewalletlebih mantap	negative
tolong tambah fitur kirim terima koin shiba inumasa bonk listing kirim terima lainsementara koin shiba bisaitu terima kasih	neutral
aplikasi percaya	positive
tolong hapus data saya akun ambil orang	neutral
kasih bintang ta coba kalau bagus	positive
aplikasi bagus mudah erti mula fiturnya minim tolong lengkap fitur transfer hot wallet candlestick chart	neutral
aplikasi bagu cuman verifikasi email enggak email masuk tampil buka email tapi spam email du buka enggak verifikasi tanda darurat tolong baik	negative
pakai beli saham amerika	positive
mari tabung investasi saham	positive
untung masuk referal dwikidama	neutral
coba	neutral
verifikasi email sulit	negative
aplikasi keren mula	positive
masih dalqm sipahami	neutral
halo bikin alarm nanovest notifikasi layang pesan masuk coba setting hasil beli jual saja notif kasih izin notif nano aktif saja enggak notif alarm notifnya aplikasi nano	neutral
aplikasi lambat banget saham butuh beli saham pluang sat set enggak heran nano kalah sama pluang	negative
tari via ewaled dana ovo va sedia	neutral
kualitas bagusaman percaya teregulasiberizin perintah	positive
aplikasi buruk top up pakai dana ovo nyairkanya pakai bank kecewa	negative
adq kode referal enggak kak downlod	neutral
mantap	positive
enggak tarik dana nama bank bedadana nyangkut	negative
mencobasemoga bagus	neutral
aplikasi lambat lambat	negative
aplikasi keren investasi	positive
sudah ok edit	neutral
ok alam guna	positive
tampil oke tarik animasi aplikasi jalan cepat	neutral
mudah beli jual	positive
ok sayang saham as regulasi indonesia	neutral
bintang belum tau kayak mana mksut	neutral
coba moga hasil	neutral
investasi biaya transaksi biaya broker sesuai biaya tari bagus investasi untung ratus rupiah dalam	neutral
nabung dikit dikit	positive
saran tampil jadi pro real time enggak resfresh app	neutral
pas top up gampang mana withdraw susah ribet mohon baru vitur tari uang	negative
rekomendasi bang raymond moga invetasi	positive
aplikasi bagus ktp	neutral
mula coba invest btc nanovest modal minim terima kasih nanovest	positive
tampil oke fitur oke tingkat cepat	positive
nanovest bagusdan ribet maju nanovestyes yes yes	positive
ajar trik biar aplikasi manfaat	neutral
giod	positive
aplikasi investasi bagus	positive
kasih bintang bebas delisting bintang sudah lengkap tanggal ex dividend saham tanggal bayar dividend saham	positive
fly higher	positive
top up mudah ewalet	positive
aplikasi bagus berat foreclose aplikasi gede enggak foreclose kayak ml shop ig bibit dll tolong baik ganggu nyaman guna	neutral
tombol gelembung live chat enggak versi baru tolong baik	neutral
very excelent apps lengkap bahan analisa ambil putus investasi digital thanks nanovest	positive
aplikasi bagus simpel enggak ribet	positive
moga bantu	positive
maaf ulas ralat karena sadar	negative
bintang dulu kurang kalo coin enggak aplikasi bome sudah lumayan	positive
keren	positive
cepat mudah praktis bagus moga nanoves kripto saya cuan terus amin	positive
mula	neutral
good luck	positive
susah banget login akun ya	neutral
mudah	positive
aplikasi kagak akun orang maendi bane gjls	negative
aplikasi bagus	positive
keren	positive
insy allah cuan	positive
get out sendirigimana nihsorry star saja ya	negative
bagus mula	positive
bagus cocok mula fitur mudah erti	positive
haloboleh daftar nomer telefon negerimisalnya malaysiasingapura laku domisili indonesia mohon dijawapnanti bintang hehehee terimakasih tanggapannyabtw bintang yasemoga nanovest sukses	neutral
gandos	positive
ya begitu ya untung untung untung hasil	positive
oke	positive
so far so good	positive
bagus nanovest cuma kurang enggak ambil withdraw dana coba bintang mohon fitur withdraw dana ovo terimakasih	positive
anjrit gue sudah narik uang ini progress anjir sudah masuk rekening sudah ngehubungin cs suruh nunggu pemberitahuan email enggak	negative
login nomor hp enggak kirim kode verifikasinyasdh coba kali loginpikir kalau investasi	negative
verifikasi email sekalisaya ganti email	negative
mes susah kyc	neutral
permisi admin harap untuk bertransaksitransaksi ya ewallet danatrima kasih ya perhati	neutral
mudah tampil tarik	positive
aplikasi bantu kalian daftar grezly kalian uang tambah	positive
arigato nanovest	positive
percaya aman cepat proses wd	positive
tolong akun akses jangan jujur kecewa sudah hubungin respon cuman kaya begitu	negative
ajar tau	positive
cepat masukin token token woi	positive
nanoves keren banget aplikasi beli saham crypto nyaman mudah	positive
harap tari dana aplikasi tdak bank	neutral
fiturnya lengkap persen dividen bayar lihat broker fitur nanovest	negative
aktifin akun hapus bagaimna ya	neutral
tari rekening bang ribet	negative
parah akun batas aplikasi enggak	negative
mksih sudah asih jalan investasi	positive
aplikasi ampasrefferal beku alasancs shortcut sudah dibuatmasih percaya aplikasi begini	negative
menciba	neutral
kyc gagal bagaimana foto ktp milik pribadi enggak	neutral
good pokok	positive
simpel lengkap	positive
beli koin crypto proses cepat lebih beli harga coin sisa kembali nanovest oke	positive
smart order	neutral
suka nano vest aplikasi keren banget trim	positive
ok	positive
aset crypto menu beli jual	neutral
keren nonovest beli lancar bnb	positive
good	positive
tambah fitur download dokumen isi data beli saham crypto dokumen diagram data dari nanovest alpaca biar gotrade begitu terima kasih	neutral
weih cepat mantap cuan	positive
ajar mudah deskripsi produk	positive
minimal usia sudah ktp enggak login	negative
halo saran tambah take profit otomatis stop loss biar lengkap overall aplikasi bagus	neutral
suka beli investasi mudah gampang	positive
nanovest oke pakai banget	positive
mantap enggak ragu percaya bonus untung	positive
koin segitugitu saja enggak rugi	negative
